รหัสสินค้า,ชื่อสินค้า,ราคา,ขาย,ชื่อร้านค้า,อัตราค่าคอมมิชชัน,คอมมิชชัน,ลิงก์สินค้า,ลิงก์ข้อเสนอ,รูปสินค้า
46206390774,GIGABYTE RTX5070 AERO OC 12GB GDDR7,37.9พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿947.50,https://shopee.co.th/product/22858428/46206390774,https://s.shopee.co.th/8V79r1WJ3E,https://down-tx-th.img.susercontent.com/th-11134207-81ztp-ml3b0ujyyigw9f.webp
41402275086,ZOTAC GAMING RTX5070 TWIN EDGE 12GB GDDR7,31.0พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿774.75,https://shopee.co.th/product/22858428/41402275086,https://s.shopee.co.th/8KnjeiWwOD,https://down-tx-th.img.susercontent.com/th-11134207-7rasc-ma9clcgr2jrn46.webp
29932987254,INNO3D RTX5070 TWIN X2 OC 12GB WHITE GDDR7,33.6พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿839.75,https://shopee.co.th/product/22858428/29932987254,https://s.shopee.co.th/8AUJSPXZjC,https://down-tx-th.img.susercontent.com/th-11134207-7ras8-m8fpz7z7z3m167.webp
28982987183,MSI RTX5070 GAMING TRIO OC 12GB GDDR7,36.3พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿906.25,https://shopee.co.th/product/22858428/28982987183,https://s.shopee.co.th/80AtG6YD4B,https://down-tx-th.img.susercontent.com/th-11134207-7rasg-m8fplkpwu26459.webp
28730905111,GALAX RTX5070 1-CLICK 12GB OC GDDR7,32.8พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿820.00,https://shopee.co.th/product/22858428/28730905111,https://s.shopee.co.th/AUsEEhOgzg,https://down-tx-th.img.susercontent.com/th-11134207-7rasd-m7t43sao8g0oc9.webp
28680913899,MSI RTX5070 VANGUARD SOC 12GB GDDR7,42.9พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,"฿1,072.50",https://shopee.co.th/product/22858428/28680913899,https://s.shopee.co.th/AKYo2OPKKf,https://down-tx-th.img.susercontent.com/th-11134207-7ras9-m7t7pn5x4rli2a.webp
28183012158,ASUS PRIME RTX5070 OC 12GB GDDR7,34.9พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿872.50,https://shopee.co.th/product/22858428/28183012158,https://s.shopee.co.th/AAFNq5Pxfe,https://down-tx-th.img.susercontent.com/th-11134207-7rasc-m8fw1olmz4kue9.webp
27732985643,ZOTAC RTX5070 SOLID GAMING OC 12GB GDDR7,32.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿812.50,https://shopee.co.th/product/22858428/27732985643,https://s.shopee.co.th/9zvxdmQb0d,https://down-tx-th.img.susercontent.com/th-11134207-7rash-m8fob1nq1jpl67.webp
26084268112,MSI RTX5070 SHADOW 2X OC 12GB GDDR7,29.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿737.50,https://shopee.co.th/product/22858428/26084268112,https://s.shopee.co.th/9pcXRTRELc,https://down-tx-th.img.susercontent.com/th-11134207-7rasg-m8u1tn79jysufe.webp
25593890607,GALAX RTX5070 1-Click OC 12GB GDDR7 WHITE,33.0พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿823.75,https://shopee.co.th/product/22858428/25593890607,https://s.shopee.co.th/9fJ7FARrgb,https://down-tx-th.img.susercontent.com/th-11134207-7rash-m8fuipfj90xad4.webp
25498013229,MSI RTX5070 WORLD OF WARCRAFT MIDNIGHT LIGHT OC 12GB GDDR7,46.0พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,"฿1,149.75",https://shopee.co.th/product/22858428/25498013229,https://s.shopee.co.th/9Uzh2rSV1a,https://down-tx-th.img.susercontent.com/th-11134207-81ztl-mlnatrpoxouad3.webp
28932983893,GIGABYTE RTX5070 EAGLE OC ICE SFF 12GB GDDR7,34.9พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿872.25,https://shopee.co.th/product/22858428/28932983893,https://s.shopee.co.th/9KgGqYT8MZ,https://down-tx-th.img.susercontent.com/th-11134207-7rash-m8frvyv07ej3f1.webp
45205485052,ASUS DUAL RTX5070 OC 12GB GDDR7,35.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿887.50,https://shopee.co.th/product/22858428/45205485052,https://s.shopee.co.th/6VM5TLdv72,https://down-tx-th.img.susercontent.com/th-11134207-81ztp-mk0r90rueww2f6.webp
57956363994,ASUS PRIME RTX5070 OC 12GB GDDR7 WHITE,38.6พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿964.75,https://shopee.co.th/product/22858428/57956363994,https://s.shopee.co.th/6L2fH2eYS1,https://down-tx-th.img.susercontent.com/th-11134207-81ztq-ml3a2dz58n4028.webp
51754142526,MSI VENTUS 3X RTX5070 12GB OC GDDR7,41.0พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,"฿1,024.75",https://shopee.co.th/product/22858428/51754142526,https://s.shopee.co.th/6AjF4jfBn0,https://down-tx-th.img.susercontent.com/th-11134207-81ztm-mj41n0bwbe2qfb.webp
44478860449,ZOTAC RTX5070 AMP WHITE 12GB GDDR7,35.8พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿895.00,https://shopee.co.th/product/22858428/44478860449,https://s.shopee.co.th/60PosQfp7z,https://down-tx-th.img.susercontent.com/th-11134207-81ztk-ml3ci5g59l3998.webp
27234203255,GIGABYTE RTX5070 AORUS MASTER 12GB GDDR7,40.8พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,"฿1,020.00",https://shopee.co.th/product/22858428/27234203255,https://s.shopee.co.th/5q6Og7gSSy,https://down-tx-th.img.susercontent.com/th-11134207-7ras9-m8u12jihcu0e4a.webp
29882983071,INNO3D RTX5070 TWIN X2 OC 12GB GDDR7,37.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿937.50,https://shopee.co.th/product/22858428/29882983071,https://s.shopee.co.th/5fmyToh5nx,https://down-tx-th.img.susercontent.com/th-11134207-7rasc-m8fqk2rbkneka7.webp
29830910469,INNO3D RTX5070 TWIN X2 12GB GDDR7 BLACK,32.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿812.50,https://shopee.co.th/product/22858428/29830910469,https://s.shopee.co.th/5VTYHVhj8w,https://down-tx-th.img.susercontent.com/th-11134207-7rash-m7t4k8v92src0c.webp
55456370724,ASUS TUF RTX5070 GAMING OC 12GB GDDR7,38.6พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿964.75,https://shopee.co.th/product/22858428/55456370724,https://s.shopee.co.th/5LA85CiMTv,https://down-tx-th.img.susercontent.com/th-11134207-81ztq-ml3amujwk64if2.webp
27132993053,GIGABYTE RTX5070 WINDFORCE SFF OC 12GB GDDR7,35.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿887.50,https://shopee.co.th/product/22858428/27132993053,https://s.shopee.co.th/7prT3nYqPQ,https://down-tx-th.img.susercontent.com/th-11134207-7rasi-m8frlxq4oo3224.webp
26234203510,MSI RTX5070 VENTUS 2X OC 12GB GDDR7,29.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿737.50,https://shopee.co.th/product/22858428/26234203510,https://s.shopee.co.th/7fY2rUZTkP,https://down-tx-th.img.susercontent.com/th-11134207-7rasi-m8u1lrmsiteo80.webp
26932987999,GIGABYTE RTX5070 GAMING OC 12GB GDDR7,36.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿912.50,https://shopee.co.th/product/22858428/26932987999,https://s.shopee.co.th/7VEcfBa75O,https://down-tx-th.img.susercontent.com/th-11134207-7rasi-m8fr2ccuzg5855.webp
28630921184,MSI RTX5070 GAMING TRIO 12GB GDDR7,43.6พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,"฿1,089.75",https://shopee.co.th/product/22858428/28630921184,https://s.shopee.co.th/7KvCSsakQN,https://down-tx-th.img.susercontent.com/th-11134207-7rash-m7t79lqa4x7caf.webp
26507765133,คอมพิวเตอร์ประกอบ MSI SUPRIM GAMING X BLACK EDITION i7-10700 +32GB    + RTX 3070 / VENTUS RTX5070 3X,27.5พัน,0,EXPERT MINES COMPANY LIMITED,2.50%,฿687.50,https://shopee.co.th/product/22858428/26507765133,https://s.shopee.co.th/7AbmGZbNlM,https://down-tx-th.img.susercontent.com/th-11134207-7r98y-lyvt0wibg8fd67.webp
57657465245,VGA (การ์ดแสดงผล) ZOTAC GAMING GeForce RTX 5070 SOLID OC,26.8พัน,0,M.B Computer Store,2%,฿535.80,https://shopee.co.th/product/771507554/57657465245,https://s.shopee.co.th/70IM4Gc16L,https://down-tx-th.img.susercontent.com/th-11134207-81ztg-mm1mzdmzk4qo34.webp
54007454796,VGA (การ์ดแสดงผล) ZOTAC GAMING GeForce RTX 5070 Twin Edge OC,25.6พัน,0,M.B Computer Store,2%,฿511.80,https://shopee.co.th/product/771507554/54007454796,https://s.shopee.co.th/6pyvrxceRK,https://down-tx-th.img.susercontent.com/th-11134207-81ztg-mm1mwhbo2kg438.webp
7151655125,Nextcomputer CORE ULTRA 9 285K RAM 32GB I M2 1024GB I RTX5070 หรือ VGA เลือกได้,66.9พัน,13,Nextcomputer,2%,"฿1,338.00",https://shopee.co.th/product/63610320/7151655125,https://s.shopee.co.th/6ffVfedHmJ,https://down-tx-th.img.susercontent.com/th-11134207-81ztl-mki994u99atha7.webp
22341476613,Nextcomputer Hight End I9 14900F I RAM 32G I RTX5070 I POWER 750W,89.9พัน,0,Nextcomputer,2%,"฿1,798.00",https://shopee.co.th/product/63610320/22341476613,https://s.shopee.co.th/3qLKIRo4Wm,https://down-tx-th.img.susercontent.com/th-11134207-81ztc-mkic1lczkqva5e.webp
28334381194,Nextcomputer RTX5070 l I5 14400f l RAM 32GB I B760M DDR5,54.9พัน,0,Nextcomputer,2%,"฿1,098.00",https://shopee.co.th/product/63610320/28334381194,https://s.shopee.co.th/3g1u68ohrl,https://down-tx-th.img.susercontent.com/th-11134207-7rasf-m8vbh6rczv2hde.webp
57811290312,"Asus TUF Gaming A16 (FA608UP-QT024W) Ryzen 7 260/16GB/512GB M.2 SSD/GeForce RTX 5070 8GB/16"" WQXGA/Windows 11 Home/Jaege",71.7พัน,0,NOTEBOOK  CORP ,2%,"฿1,433.80",https://shopee.co.th/product/127868001/57811290312,https://s.shopee.co.th/3ViTtppLCk,https://down-tx-th.img.susercontent.com/th-11134207-81ztj-moryg8c7hh5958.webp
56401102879,Predator Helios Neo 16S AI PHN16S-71-95J9_Abyssal black  U9-275HX 32G 1TB RTX5070 W11 BK (Game Pass) (AI),84.0พัน,0,NOTEBOOK  CORP ,2%,"฿1,679.80",https://shopee.co.th/product/127868001/56401102879,https://s.shopee.co.th/3LP3hWpyXj,https://down-tx-th.img.susercontent.com/th-11134207-81ztc-mgvzdc0r48p4eb.webp
54411295709,"Asus ROG Strix G16 (G614PP-TS138W) Ryzen 9 8940HX /16GB/1TB M.2 SSD/GeForce RTX 5070 8GB/16""/Windows 11 Home/Eclipse Gr",86.9พัน,0,NOTEBOOK  CORP ,2%,"฿1,738.00",https://shopee.co.th/product/127868001/54411295709,https://s.shopee.co.th/3B5dVDqbsi,https://down-tx-th.img.susercontent.com/th-11134207-81ztq-mos4vczzwg0cec.webp
